"site","date","flux"
"X3",2012-06-23,52.230093457
"X3",2012-06-24,30.731940754
"X3",2012-06-25,219.148569791
"X3",2012-07-12,28.029952734
"X3",2012-09-08,12.381576244
"X3",2012-10-22,54.970972055
"X3",2012-10-23,18.632860662
"X3",2012-11-08,534.055762312
"X3",2012-11-17,27.744782431
"X3",2012-11-18,28.684222022
"X3",2012-11-28,98.421953941
"X3",2012-11-29,548.601403448
"X3",2012-12-01,15.719955736
"X3",2012-12-02,22.014200963
"X3",2012-12-12,11.523792253
"X3",2012-12-20,16.12704622
"X3",2012-12-21,187.386882715
"X3",2012-12-23,43.965772619
"X3",2013-03-05,44.717324283
"X3",2013-03-06,19.853489913
"X3",2013-04-14,41.180911302
"X3",2013-04-15,18.986249662
"X3",2013-06-10,50.767354176
"X3",2013-06-18,11.051230871
"X3",2013-06-19,11.295187402
"X3",2013-06-29,14.466622307
"X3",2013-08-18,11.311921485
"X3",2013-08-20,114.99661353
"X3",2013-09-20,10.266281682
"X3",2013-09-21,191.589728972
"X3",2013-10-27,270.578191724
"X3",2013-10-28,22.537834693
"X3",2014-01-11,10.845817732
"X3",2014-02-15,32.710986266
"X3",2014-03-10,49.196629213
"X3",2014-03-29,172.2747093
"X3",2014-04-22,52.413275193
"X3",2014-05-10,13.642764859
"X3",2014-05-18,29.582525842
"X3",2014-06-10,81.369347545
"X3",2014-09-25,269.364956573
"X3",2014-10-15,62.836360917
"X3",2014-10-25,671.47529955
"X3",2014-10-31,256.841993182
"X3",2014-11-20,13.379471891
"X3",2014-11-22,438.524985767
"X3",2014-11-28,111.203151619
"X3",2014-11-29,53.517887573
"X3",2014-11-30,67.409142541
"X3",2014-12-03,17.839409087
"X3",2014-12-10,245.147387282
"X3",2014-12-11,582.420103118
"X3",2014-12-24,28.088400056
"X3",2014-12-29,14.121260109
"X3",2015-02-05,241.573251205
"X3",2015-02-06,475.481435056
"X3",2015-02-08,31.031159692
"X3",2015-04-05,495.661199003
"X3",2015-04-07,136.460408075
"X3",2015-04-13,178.357963806
"X3",2015-04-14,450.79561208
"X3",2015-05-03,26.298136307
"X3",2015-05-11,12.769436264
"X3",2015-05-12,237.718586448
"X3",2015-05-13,74.614922165
"X3",2015-05-20,18.496620095
"X3",2015-05-31,45.006762252
"X3",2015-07-30,28.878919114
"X3",2015-08-07,15.825446082
"X3",2015-08-08,28.22372549
"X3",2015-09-15,150.901559444
"X3",2015-09-16,68.830409363
"X3",2015-10-01,19.244639379
"X3",2015-11-08,10.640838207
"X3",2015-11-15,202.685978687
"X3",2015-11-24,233.379382918
"X3",2015-12-03,182.700283344
"X3",2015-12-06,87.791045248
"X3",2015-12-10,455.442664392
"X3",2015-12-13,204.267799344
"X4",2011-02-14,18.266784164
"X4",2011-02-15,49.614673753
"X4",2011-02-16,11.840273018
"X4",2011-03-07,53.249669123
"X4",2011-03-10,69.13376667
"X4",2011-03-15,30.950536433
"X4",2011-04-20,35.071823861
"X4",2011-04-24,23.743663324
"X4",2011-04-25,277.281001874
"X4",2011-04-28,147.587411615
"X4",2011-05-25,702.987193285
"X4",2011-05-28,46.679654419
"X4",2011-05-30,34.534047942
"X4",2011-05-31,255.836135423
"X4",2011-06-01,80.336450412
"X4",2011-06-28,118.956315528
"X4",2011-10-03,24.007274279
"X4",2011-11-03,142.500000014
"X4",2011-11-18,167.219015782
"X4",2011-11-30,52.799585284
"X4",2012-01-15,61.764665253
"X4",2012-01-19,35.146851642
"X4",2012-01-20,92.324904288
"X4",2012-02-24,12.36903216
"X4",2012-02-29,48.576910531
"X4",2012-03-01,143.367892496
"X4",2012-03-06,99.631453962
"X4",2012-03-12,21.609933218
"X4",2012-03-31,81.90364148
"X4",2012-04-12,14.261306118
"X4",2012-04-23,11.049082105
"X4",2012-04-26,166.720883153
"X4",2012-05-14,39.509468865
"X4",2012-05-24,13.720497768
"X4",2012-06-04,183.739897866
"X4",2012-06-23,37.666157374
"X4",2012-06-24,14.276969161
"X4",2012-06-25,101.764705875
"X4",2012-07-19,10.695731535
"X4",2012-08-12,11.390761022
"X4",2012-08-13,49.54015726
"X4",2012-08-14,26.140831223
"X4",2012-09-08,35.137601797
"X4",2012-10-22,19.885565851
"X4",2012-10-23,43.902695873
"X4",2012-11-08,526.799089084
"X4",2012-11-18,11.97059518
"X4",2012-11-28,12.452462358
"X4",2012-11-29,126.974537764
"X4",2012-12-01,10.758318802
"X4",2012-12-20,12.609703226
"X4",2012-12-21,56.053833616
"X4",2012-12-23,10.83947538
"X4",2013-04-14,152.167596227
"X4",2013-04-15,17.619809957
"X4",2013-05-14,17.342277484
"X4",2013-06-10,48.44175393
"X4",2013-06-18,18.530104716
"X4",2013-06-19,27.903141359
"X4",2013-07-02,30.235602094
"X4",2013-08-18,17.569444441
"X4",2013-08-20,40.161082471
"X4",2013-09-21,40.597436996
"X4",2013-10-27,45.35259463
"X4",2014-01-11,13.264669163
"X4",2014-02-15,40.0062422
"X4",2014-03-10,60.168539324
"X4",2014-03-29,51.962209307
"X4",2014-04-22,15.809108526
"X4",2014-06-10,24.542958657
"X4",2014-07-20,11.103926101
"X4",2014-09-25,45.353348726
"X4",2014-10-15,11.182448037
"X4",2014-10-25,196.53628374
"X4",2014-10-31,26.339693049
"X4",2014-11-22,157.678663635
"X4",2014-11-28,59.992688545
"X4",2014-11-29,14.084680028
"X4",2014-12-10,66.553596436
"X4",2014-12-11,214.610291125
"X4",2014-12-24,12.820330331
"X4",2014-12-29,28.834417861
"X4",2015-02-05,111.158113675
"X4",2015-02-06,251.46503564
"X4",2015-02-08,37.955410269
"X4",2015-04-05,178.717360287
"X4",2015-04-07,28.226008319
"X4",2015-04-13,81.71018962
"X4",2015-04-14,232.059464353
"X4",2015-04-25,68.749589611
"X4",2015-05-03,11.445109637
"X4",2015-05-04,10.434782717
"X4",2015-05-11,18.264816344
"X4",2015-05-12,77.416300217
"X4",2015-05-13,51.652963758
"X4",2015-05-31,28.079216446
"X4",2015-07-01,11.710792001
"X4",2015-07-16,17.296312163
"X4",2015-08-07,45.884957162
"X4",2015-08-08,15.586087745
"X4",2015-09-15,43.543980455
"X4",2015-09-16,20.096623719
"X4",2015-11-15,71.58769782
"X4",2015-11-24,155.784560271
"X4",2015-12-03,145.687046183
"X4",2015-12-06,18.379172679
"X4",2015-12-10,154.149724649
"X4",2015-12-13,88.218897464
"X5",2011-02-14,16.972178131
"X5",2011-02-15,46.098375783
"X5",2011-02-16,11.001127563
"X5",2011-03-07,49.475751266
"X5",2011-03-10,64.234108856
"X5",2011-03-15,28.757005772
"X5",2011-04-20,32.586208742
"X5",2011-04-24,22.060899163
"X5",2011-04-25,257.629504664
"X5",2011-04-28,137.127576323
"X5",2011-05-14,23.151270666
"X5",2011-05-15,35.69391919
"X5",2011-05-25,497.334923716
"X5",2011-05-28,106.972869847
"X5",2011-05-30,15.793677552
"X5",2011-05-31,347.326098052
"X5",2011-06-01,183.151699853
"X5",2011-06-28,162.977401154
"X5",2011-07-30,11.266583734
"X5",2011-11-03,98.425320116
"X5",2011-11-18,125.329132152
"X5",2011-11-30,39.57280918
"X5",2012-01-15,102.810803543
"X5",2012-01-19,58.503936602
"X5",2012-01-20,153.68006223
"X5",2012-02-24,15.110971586
"X5",2012-02-29,59.345331575
"X5",2012-03-01,175.14936672
"X5",2012-03-06,121.717532147
"X5",2012-03-12,26.400374955
"X5",2012-03-27,20.327008837
"X5",2012-03-31,168.665973581
"X5",2012-04-12,29.368621929
"X5",2012-04-23,22.753618235
"X5",2012-04-26,343.331988202
"X5",2012-05-14,74.375242921
"X5",2012-05-17,16.204113226
"X5",2012-05-24,25.828374408
"X5",2012-05-25,16.236848806
"X5",2012-06-04,345.884162274
"X5",2012-06-23,70.905271196
"X5",2012-06-24,26.875913043
"X5",2012-06-25,191.568627453
"X5",2012-08-13,20.716793035
"X5",2012-08-14,10.931620331
"X5",2012-09-08,14.69390621
"X5",2012-10-23,18.359309181
"X5",2012-11-08,254.770230297
"X5",2012-11-18,18.053942134
"X5",2012-11-28,18.7806898
"X5",2012-11-29,191.501836196
"X5",2012-12-01,16.225597995
"X5",2012-12-02,12.913158611
"X5",2012-12-20,19.017839047
"X5",2012-12-21,84.53987904
"X5",2012-12-23,16.347997601
"X5",2013-03-05,14.95570206
"X5",2013-04-14,52.574755405
"X5",2013-05-14,13.854382337
"X5",2013-06-10,22.125287188
"X5",2013-06-19,12.744481071
"X5",2013-07-02,13.80980921
"X5",2013-08-18,16.369047619
"X5",2013-08-20,37.417157588
"X5",2013-09-21,37.823699073
"X5",2013-10-27,43.815218545
"X5",2014-02-15,16.943820224
"X5",2014-03-10,25.483146067
"X5",2014-03-29,25.359514926
"X5",2014-05-18,10.370626151
"X5",2014-06-10,28.525322279
"X5",2014-07-19,10.889023945
"X5",2014-07-20,17.142903444
"X5",2014-09-25,70.019205055
"X5",2014-10-15,17.264130301
"X5",2014-10-25,140.687380136
"X5",2014-10-31,14.363592893
"X5",2014-11-22,85.985517277
"X5",2014-11-28,32.715284608
"X5",2014-12-10,26.057143745
"X5",2014-12-11,84.024478076
"X5",2014-12-29,11.289285795
"X5",2015-02-05,78.01780649
"X5",2015-02-06,176.494093331
"X5",2015-02-08,26.639511562
"X5",2015-04-05,70.691017841
"X5",2015-04-07,11.164697456
"X5",2015-04-13,32.320175634
"X5",2015-04-14,91.790297881
"X5",2015-04-25,27.193656278
"X5",2015-05-12,30.621742909
"X5",2015-05-13,20.431146575
"X5",2015-05-31,20.926348062
"X5",2015-07-16,12.890268826
"X5",2015-08-07,34.196274174
"X5",2015-08-08,11.615705074
"X5",2015-09-15,49.764549084
"X5",2015-09-16,22.967569968
"X5",2015-11-15,47.217246594
"X5",2015-11-24,102.751146106
"X5",2015-12-03,96.091107771
"X5",2015-12-06,12.12238911
"X5",2015-12-10,101.672854186
"X5",2015-12-13,58.186721509
"X6",2011-02-14,37.310226841
"X6",2011-02-15,101.338840817
"X6",2011-02-16,24.183965178
"X6",2011-03-07,108.763382576
"X6",2011-03-10,141.206930228
"X6",2011-03-15,63.217013203
"X6",2011-03-18,10.008774425
"X6",2011-04-20,12.31282566
"X6",2011-04-25,97.346309903
"X6",2011-04-28,51.81418782
"X6",2011-05-14,51.249836534
"X6",2011-05-15,79.015426419
"X6",2011-05-25,1100.947499496
"X6",2011-05-28,236.805235184
"X6",2011-05-30,34.962374399
"X6",2011-05-31,768.87381298
"X6",2011-06-01,405.441878965
"X6",2011-06-28,391.772598914
"X6",2011-07-30,35.301962371
"X6",2011-09-30,28.028779472
"X6",2011-10-03,86.545990416
"X6",2011-11-03,207.499999994
"X6",2011-11-18,189.109505108
"X6",2011-11-30,59.711531005
"X6",2011-12-01,10.311145115
"X6",2012-01-15,104.765381555
"X6",2012-01-19,59.61617874
"X6",2012-01-20,156.601736382
"X6",2012-02-24,12.049338411
"X6",2012-02-29,47.321377006
"X6",2012-03-01,139.662362584
"X6",2012-03-06,97.056349254
"X6",2012-03-12,21.051396346
"X6",2012-03-27,24.258570216
"X6",2012-03-31,201.28861044
"X6",2012-04-12,35.048972668
"X6",2012-04-23,27.154523813
"X6",2012-04-26,409.737763629
"X6",2012-05-14,102.846420871
"X6",2012-05-17,22.407120747
"X6",2012-05-24,35.715592454
"X6",2012-05-25,22.452387656
"X6",2012-05-26,12.040998217
"X6",2012-06-04,478.290177311
"X6",2012-06-09,10.999859274
"X6",2012-06-21,11.361994558
"X6",2012-06-23,98.048128336
"X6",2012-06-24,37.164133598
"X6",2012-06-25,264.901960806
"X6",2012-08-13,34.047598988
"X6",2012-08-14,17.965880371
"X6",2012-09-08,24.149115414
"X6",2012-10-22,13.666807077
"X6",2012-10-23,30.173125529
"X6",2012-11-08,556.385309373
"X6",2012-11-17,15.919029431
"X6",2012-11-18,50.025179052
"X6",2012-11-28,52.038904483
"X6",2012-11-29,530.627248818
"X6",2012-12-01,44.959069819
"X6",2012-12-02,35.780721293
"X6",2012-12-20,52.696014882
"X6",2012-12-21,234.249260041
"X6",2012-12-23,45.298223573
"X6",2013-02-25,25.415334612
"X6",2013-03-05,41.440349598
"X6",2013-04-14,96.895958143
"X6",2013-04-15,11.2197893
"X6",2013-05-14,23.560972949
"X6",2013-06-10,65.812281849
"X6",2013-06-18,25.17473822
"X6",2013-06-19,37.908813268
"X6",2013-07-02,41.077661429
"X6",2013-07-22,19.938072741
"X6",2013-07-26,22.21148339
"X6",2013-07-28,10.165020046
"X6",2013-08-18,55.76388889
"X6",2013-08-20,127.46778351
"X6",2013-09-20,29.319158082
"X6",2013-09-21,128.852734817
"X6",2013-10-27,275.190320011
"X6",2013-10-28,22.922002329
"X6",2014-01-11,21.691635454
"X6",2014-02-15,65.421972531
"X6",2014-03-10,98.393258429
"X6",2014-03-29,238.626453487
"X6",2014-04-22,72.600290692
"X6",2014-05-10,18.897286821
"X6",2014-05-18,40.976259689
"X6",2014-06-10,112.708817826
"X6",2014-07-10,10.21520603
"X6",2014-07-19,33.22389693
"X6",2014-07-20,52.305336093
"X6",2014-07-29,18.581013731
"X6",2014-09-20,12.401847572
"X6",2014-09-25,213.638142706
"X6",2014-10-14,13.076334023
"X6",2014-10-15,52.675215745
"X6",2014-10-21,15.87218913
"X6",2014-10-25,502.811701711
"X6",2014-10-31,80.518197866
"X6",2014-11-22,482.010242528
"X6",2014-11-28,183.392538276
"X6",2014-11-29,43.055667025
"X6",2014-11-30,15.188399111
"X6",2014-12-03,16.590410991
"X6",2014-12-10,152.691542962
"X6",2014-12-11,492.372737788
"X6",2014-12-24,29.413226693
"X6",2014-12-29,66.153776631
"X6",2015-02-05,178.359292103
"X6",2015-02-06,403.489446399
"X6",2015-02-08,60.901538216
"X6",2015-04-05,276.21588989
"X6",2015-04-07,43.624592445
"X6",2015-04-13,126.286851544
"X6",2015-04-14,358.658562061
"X6",2015-04-24,11.345321862
"X6",2015-04-25,106.255648831
"X6",2015-05-03,17.688942688
"X6",2015-05-04,16.127436019
"X6",2015-05-11,28.229112674
"X6",2015-05-12,119.650448197
"X6",2015-05-13,79.832028236
"X6",2015-05-31,60.34742
"X6",2015-06-30,16.253398
"X6",2015-07-01,25.168654
"X6",2015-07-16,37.172968
"X6",2015-07-30,11.417784
"X6",2015-08-07,98.615244
"X6",2015-08-08,33.49738
"X6",2015-09-15,98.492336738
"X6",2015-09-16,45.456648902
"X6",2015-11-15,104.412099402
"X6",2015-11-24,227.214919413
"X6",2015-12-03,212.487491737
"X6",2015-12-06,26.806393596
"X6",2015-12-10,224.830478762
"X6",2015-12-13,128.669039124
"X7",2011-02-14,17.049477745
"X7",2011-02-15,22.067448777
"X7",2011-03-07,59.915351644
"X7",2011-03-10,53.386178466
"X7",2011-03-15,56.437648609
"X7",2011-04-20,17.746956266
"X7",2011-04-25,31.61903127
"X7",2011-05-25,221.474838487
"X7",2011-05-28,14.706340347
"X7",2011-05-30,10.879889085
"X7",2011-05-31,80.600709828
"X7",2011-06-01,25.309852798
"X7",2011-06-28,17.104829683
"X7",2011-11-30,13.949164105
"X7",2012-03-01,72.656607309
"X7",2012-03-06,119.256942768
"X7",2012-03-31,10.333630775
"X7",2012-04-23,12.876759865
"X7",2012-05-14,10.524119727
"X7",2013-04-14,69.910402421
"X7",2013-04-15,42.837762584
"X7",2014-02-19,20.282550054
"X7",2014-03-10,24.932557148
"X7",2014-03-29,11.160576
"X7",2014-06-10,13.354908
"X7",2014-07-19,39.96486605
"X7",2014-10-25,48.69301105
"X7",2014-11-22,39.065808935
"X7",2014-11-28,14.863538633
"X7",2014-12-10,30.538308595
"X7",2014-12-11,98.474547553
"X7",2014-12-29,13.230755327
"X7",2015-02-05,45.798063402
"X7",2015-02-06,103.605677219
"X7",2015-02-08,15.637943361
"X7",2015-04-05,16.095158666
"X7",2015-04-14,169.694082319
"X7",2015-04-25,52.163557409
"X7",2015-05-11,22.304572245
"X7",2015-05-12,35.754565563
"X7",2015-05-13,17.215991442
"X7",2015-05-31,19.226461379
"X7",2015-07-16,11.843168003
"X7",2015-08-07,31.418446389
"X7",2015-08-08,10.67213947
"X7",2015-11-24,11.059915773
"X7",2015-12-03,62.284788836
"X7",2015-12-06,43.273226461
"X7",2015-12-10,179.309444194
"X7",2015-12-13,35.519344885
"X8",2011-02-07,13.884724351
"X8",2011-02-14,30.420828134
"X8",2011-02-15,39.374230498
"X8",2011-03-07,106.905011533
"X8",2011-03-10,95.255220381
"X8",2011-03-15,100.699859217
"X8",2011-03-19,15.193129662
"X8",2011-04-20,31.665316351
"X8",2011-04-25,56.416808219
"X8",2011-05-25,654.523287365
"X8",2011-05-28,43.46156112
"X8",2011-05-30,32.153272213
"X8",2011-05-31,238.198803647
"X8",2011-06-01,74.7980591
"X8",2011-06-28,62.363431531
"X8",2011-11-30,34.336403959
"X8",2011-12-01,18.65574889
"X8",2012-01-15,10.659975893
"X8",2012-01-19,54.341937869
"X8",2012-03-01,60.977926549
"X8",2012-03-06,100.08781535
"X8",2012-03-27,13.469165179
"X8",2012-03-31,39.267796944
"X8",2012-04-23,48.93168748
"X8",2012-05-14,77.383233285
"X8",2012-06-04,40.128581773
"X8",2012-06-23,15.487290843
"X8",2012-06-25,29.910163074
"X8",2012-11-08,34.517257013
"X8",2013-02-23,11.004646638
"X8",2013-02-25,10.536746699
"X8",2013-04-14,62.199696279
"X8",2013-04-15,38.113009366
"X8",2013-05-14,12.397601014
"X8",2013-06-10,26.725505053
"X8",2013-07-22,12.964428963
"X8",2013-08-18,23.75765253
"X8",2013-10-27,13.208502023
"X8",2014-02-19,34.480335084
"X8",2014-03-10,42.385347151
"X8",2014-03-29,14.039118592
"X8",2014-06-10,16.799414045
"X8",2014-07-19,19.675010981
"X8",2015-02-06,24.258333332
"X8",2015-04-05,10.753839641
"X8",2015-04-14,113.379618489
"X8",2015-04-25,34.852625129
"X8",2015-05-11,14.902605072
"X8",2015-05-12,23.889100592
"X8",2015-05-13,11.502714267
"X8",2015-05-31,23.329845278
"X8",2015-07-16,14.370781583
"X8",2015-08-07,38.123889715
"X8",2015-08-08,12.949827727
"X8",2015-11-15,51.144827796
"X8",2015-11-24,111.298096603
"X8",2015-12-03,104.084069127
"X8",2015-12-06,13.130742433
"X8",2015-12-10,110.130111197
"X8",2015-12-13,63.026755383
"X9",2011-02-07,17.193169955
"X9",2011-02-14,30.689634057
"X9",2011-02-15,39.722150899
"X9",2011-03-07,107.849650542
"X9",2011-03-10,96.096918951
"X9",2011-03-15,101.589667977
"X9",2011-03-19,15.327379895
"X9",2011-04-20,31.94511889
"X9",2011-04-25,56.915321024
"X9",2011-05-25,1199.14010881
"X9",2011-05-28,79.625128905
"X9",2011-05-30,58.907420231
"X9",2011-05-31,436.399658832
"X9",2011-06-01,137.036152042
"X9",2011-06-28,150.852935424
"X9",2011-08-26,18.159509089
"X9",2011-11-03,10.616449448
"X9",2011-11-30,65.470522999
"X9",2011-12-01,35.571623583
"X9",2012-01-15,33.059732531
"X9",2012-01-19,18.812463568
"X9",2012-01-20,49.41719719
"X9",2012-03-01,47.214817696
"X9",2012-03-06,77.497353919
"X9",2012-03-27,37.166794139
"X9",2012-03-31,108.355499843
"X9",2012-04-01,12.55353956
"X9",2012-04-23,135.02202487
"X9",2012-05-14,122.575041511
"X9",2012-05-17,11.422914804
"X9",2012-06-01,15.005747861
"X9",2012-06-04,63.563673525
"X9",2012-06-09,15.258653724
"X9",2012-06-23,24.531868694
"X9",2012-06-25,47.377698304
"X9",2012-08-13,20.278151148
"X9",2012-08-14,10.700162374
"X9",2012-09-08,14.38278842
"X9",2012-10-23,17.970582894
"X9",2012-11-08,207.103542062
"X9",2012-12-23,37.850045919
"X9",2013-02-19,13.268466281
"X9",2013-02-23,56.938014948
"X9",2013-02-25,54.517101812
"X9",2013-04-14,154.728170077
"X9",2013-04-15,94.810048101
"X9",2013-05-14,45.639520199
"X9",2013-06-10,98.385101013
"X9",2013-06-19,33.119318179
"X9",2013-06-29,13.450757574
"X9",2013-07-01,17.299873737
"X9",2013-07-02,27.197601009
"X9",2013-07-03,17.511363636
"X9",2013-07-20,34.436352126
"X9",2013-07-21,15.997730628
"X9",2013-07-22,47.663341773
"X9",2013-07-26,36.21754275
"X9",2013-07-28,24.507863624
"X9",2013-08-18,87.34431075
"X9",2013-09-21,23.716223347
"X9",2013-10-27,206.933198357
"X9",2013-10-28,27.94787449
"X9",2014-02-19,90.257347717
"X9",2014-03-10,110.949879315
"X9",2014-03-17,19.176132332
"X9",2014-03-29,135.07660309
"X9",2014-05-10,22.336886192
"X9",2014-05-18,35.264139226
"X9",2014-06-10,161.63463313
"X9",2014-07-17,13.818181818
"X9",2014-07-19,140.18445323
"X9",2014-07-20,15.870882742
"X9",2014-10-25,302.799821539
"X9",2014-10-31,59.588391084
"X9",2014-11-22,356.71706029
"X9",2014-11-28,135.72169499
"X9",2014-11-29,31.863826972
"X9",2014-11-30,11.240344295
"X9",2014-12-03,11.198527418
"X9",2014-12-10,103.066791505
"X9",2014-12-11,332.351597988
"X9",2014-12-24,19.853928012
"X9",2014-12-29,44.65379922
"X9",2015-02-05,95.048242128
"X9",2015-02-06,215.020827578
"X9",2015-02-08,32.454626167
"X9",2015-04-05,34.393566434
"X9",2015-04-14,362.617406535
"X9",2015-04-25,111.467728522
"X9",2015-05-07,10.203105361
"X9",2015-05-11,47.662393591
"X9",2015-05-12,76.403535458
"X9",2015-05-13,36.788661589
"X9",2015-05-31,51.28530979
"X9",2015-06-30,13.812695747
"X9",2015-07-01,21.389186441
"X9",2015-07-16,31.590864697
"X9",2015-08-07,83.80662071
"X9",2015-08-08,28.467223797
"X9",2015-09-15,56.887100179
"X9",2015-09-16,26.254803427
"X9",2015-11-24,88.038979509
"X9",2015-12-03,89.766270783
"X9",2015-12-06,43.058904291
"X9",2015-12-10,277.230251972
"X9",2015-12-13,120.540256418
